1. Time Dummy Moving:;214,3
1. Time Dummy in LOS:;217,0869
1. Time Player Braking:;218,021
2. Time Dummy Moving:;252,94
2. Time Dummy in LOS:;255,6857
2. Time Player Braking:;256,3256
3. Time Dummy Moving:;301,242
3. Time Dummy in LOS:;303,6653
3. Time Player Braking:;304,3325
4. Time Dummy Moving:;382,5818
4. Time Dummy in LOS:;385,24
4. Time Player Braking:;385,783
5. Time Dummy Moving:;451,6682
5. Time Dummy in LOS:;454,4439
5. Time Player Braking:;455,0683
6. Time Dummy Moving:;464,9253
6. Time Dummy in LOS:;467,2651
6. Time Player Braking:;468,6021
