75;0,6074647
76;0,5067614
1;4,469172
2;0,7533661
3;0,5228556
4;0,4766863
5;0,7115497
6;0,4040619
7;0,4162779
8;0,5166084
9;0,5291869
10;0,9119142
11;0,7185058
12;0,5674199
13;0,613968
14;0,5801731
15;0,6487528
16;0,4420547
17;0,6151963
18;0,8484012
19;0,6465275
20;0,5654986
21;0,5555047
22;0,8097924
23;0,9582438
24;1,005643
25;1,033824
26;0,6536826
27;0,8180562
28;0,4131733
29;0,8312256
30;1,666357
31;1,412338
32;1,200798
33;0,4641584
34;0,5206987
35;0,5423458
36;0,4152044
37;0,7760914
38;0,3935406
39;0,6737565
40;0,3781994
41;0,3933623
42;0,5136245
43;0,530647
44;0,9373501
45;1,259767
46;0,4811274
47;0,6621647
48;1,131321
49;1,271989
50;0,6099874
51;0,4724386
52;4,403191
53;0,5389178
54;0,9377658
55;0,4760298
56;0,6267977
57;0,4146864
58;0,4362321
59;0,8077757
60;1,379594
61;1,41301
62;0,5368425
63;0,3306176
64;0,3139741
65;0,3808208
66;0,4515487
67;0,2958719
68;0,3544007
69;0,8600679
70;0,9717771
71;1,220337
72;0,8526077
73;1,76461
74;1,046868
75;0,5343466
76;0,4125929
1;4,440266
2;0,682555
3;0,7337473
4;1,553902
5;0,7160762
6;1,160886
7;1,223837
8;0,833517
9;0,4698856
10;0,6211801
11;0,4127833
12;0,3031156
13;0,6116111
14;0,5902085
15;0,5845645
16;0,5385111
17;0,662933
18;0,6351574
19;0,836572
20;1,118065
21;0,7704639
22;0,5568688
23;1,223392
24;0,6929718
25;0,485345
26;0,593926
27;0,5978889
28;0,7896232
29;0,4608849
30;1,354172
31;1,178362
32;0,5590918
33;0,4496139
34;0,9972503
35;0,4018649
36;1,020646
37;2,057939
38;0,8166159
39;1,553801
40;0,974815
41;0,2951644
42;0,5926003
43;1,043274
44;1,457677
45;0,5325521
46;0,4667724
47;0,8785404
48;0,6427006
49;0,8196291
50;0,619161
51;0,7443784
52;4,352293
53;0,5063224
54;0,4596174
55;0,4825714
56;0,3756077
57;0,8149867
58;0,374275
59;0,4057928
60;0,3138326
61;1,17098
62;0,4159834
63;0,632101
64;0,5766701
65;0,3806029
66;0,8433341
67;0,5757841
68;0,3997492
69;0,6833115
70;0,5230288
71;0,6978238
72;0,8848073
73;1,968234
74;0,8429127
75;1,489228
