75;0,4685441
76;0,8290337
1;4,432243
2;1,110547
3;0,7594013
4;2,288529
5;0,8203141
6;0,6036322
7;0,5691223
8;1,340536
9;1,141847
10;0,3652493
11;0,3895116
12;0,7950782
13;1,041224
14;0,9051346
15;0,8036632
16;0,8262492
17;0,6902212
18;0,6604328
19;0,6346593
20;0,5583152
21;0,6500665
22;0,4275628
23;0,5489147
24;0,5572425
25;0,5763156
26;0,9281346
27;0,5698129
28;0,4062465
29;0,6536108
30;1,149991
31;1,264759
32;1,940505
33;0,9203427
34;0,4077834
35;0,7805873
36;0,3880018
37;0,4117625
38;1,667194
39;0,6765583
40;0,8675886
41;0,8654851
42;0,5620705
43;1,153914
44;1,801554
45;1,853469
46;0,859971
47;0,5584668
48;0,5051126
49;0,6046106
50;1,114817
51;0,9517466
52;4,272205
53;1,230012
54;1,142304
55;0,8968396
56;0,6578038
57;0,7221251
58;0,469384
59;0,5792316
60;0,4138152
61;0,4050882
62;0,7281284
63;0,5523918
64;0,6726748
65;2,192278
66;1,554107
67;0,2334081
68;0,8180165
69;2,102761
70;2,40497
71;1,555606
72;1,069127
73;0,4732405
74;0,5166224
75;0,6970693
76;0,5060549
1;4,289493
2;0,5341207
3;0,4499318
4;0,5630269
5;0,697898
6;0,450987
7;1,119994
8;0,8884785
9;0,4700122
10;0,5985067
11;0,7650782
12;0,3793357
13;0,6483986
14;0,7338548
15;0,6021537
16;1,58148
17;2,207052
18;1,937246
19;2,182933
20;1,676572
21;1,800414
22;0,7498927
23;0,6216548
24;0,751502
25;0,7964317
26;0,6203394
27;0,6146521
28;0,4150817
29;0,6920944
30;2,382898
31;2,669029
32;2,265364
33;1,600269
34;2,66545
35;0,6961156
36;1,212563
37;1,947545
38;0,3531774
39;2,637353
40;1,854191
41;0,8829748
42;0,4487156
43;1,027421
44;1,403998
45;1,380307
46;0,3823933
47;0,6464143
48;0,5626137
49;0,7800438
50;0,8816928
51;0,9086601
52;4,298466
53;1,083102
54;1,107408
55;0,4439757
56;0,4458385
57;0,4856337
58;0,3801864
59;0,3742658
60;0,4108729
61;0,4365039
62;0,5290849
63;0,2874003
64;0,9431199
65;2,647587
66;0,9181719
67;0,2677261
68;0,4971102
69;1,71962
70;0,8508287
71;0,9608107
72;0,597621
73;0,7476487
74;1,32541
75;0,6054759
