75;0,9408632
76;0,4184666
1;4,421998
2;0,7273813
3;0,4425083
4;1,322366
5;1,794893
6;1,376482
7;0,7554645
8;0,4715439
9;0,2653026
10;0,2469527
11;0,6022205
12;0,3979473
13;0,8015625
14;1,333332
15;2,151966
16;2,007783
17;2,309433
18;3,189883
19;2,586638
20;2,352603
21;2,092013
22;1,04883
23;0,6523364
24;0,5710568
25;0,5413761
26;0,9125341
27;0,8490246
28;0,5252285
29;0,4564569
30;2,023797
31;2,500112
32;2,10727
33;1,159303
34;0,356883
35;1,154512
36;0,9292449
37;1,696861
38;1,605083
39;0,3474975
40;0,4909431
41;0,5813089
42;0,4868311
43;1,117819
44;1,436319
45;1,483632
46;0,5761911
47;0,5577103
48;0,4770207
49;0,6089855
50;0,6047353
51;0,4861147
52;4,240705
53;0,5076025
54;0,8841574
55;0,6321179
56;1,103922
57;0,9436972
58;0,5449131
59;0,3677037
60;1,168514
61;0,5206987
62;0,9521581
63;0,9854614
64;2,535865
65;2,169144
66;1,802053
67;0,2731599
68;0,5473619
69;2,039436
70;0,5191299
71;0,9807016
72;1,485829
73;2,925164
74;2,184134
75;0,7561249
76;0,7224973
1;4,489696
2;0,6506051
3;0,4582229
4;0,4632752
5;1,071824
6;1,9361
7;1,231968
8;0,8424014
9;0,9930947
10;1,401791
11;1,298975
12;1,203111
13;1,396346
14;0,9762585
15;0,5951464
16;0,5390366
17;1,063883
18;0,8131656
19;0,789044
20;0,6950333
21;0,6005764
22;0,4196945
23;0,9602002
24;1,304497
25;1,036789
26;0,7195854
27;0,7330673
28;1,009545
29;0,6868213
30;0,8353271
31;1,06316
32;1,435213
33;0,4122641
34;0,6990203
35;0,6703247
36;0,9464816
37;1,593351
38;1,383884
39;0,3690006
40;0,5867437
41;0,6464049
42;0,5593033
43;1,036292
44;1,27862
45;1,270286
46;0,5232216
47;0,5510368
48;0,4804851
49;0,5942364
50;0,6160899
51;0,4554092
52;4,303334
53;0,5079162
54;1,161772
55;1,381004
56;0,7350488
57;1,425999
58;1,366411
59;0,4596722
60;1,030775
61;0,8533428
62;0,4396521
63;1,392248
64;0,354091
65;0,4548794
66;0,42911
67;0,8899746
68;0,3685343
69;1,979998
70;1,016853
71;1,6728
72;0,9814009
73;1,661472
74;1,023724
75;1,541579
76;1,836991
