75;0,8409041
76;0,4824067
1;4,41215
2;0,5309357
3;0,4998368
4;0,4916131
5;1,049894
6;1,29131
7;0,4374964
8;0,963662
9;0,9703333
10;0,311367
11;0,3836164
12;0,2722676
13;0,5846872
14;0,7385748
15;0,836288
16;0,8186104
17;0,6737978
18;0,5910375
19;0,6476018
20;0,5669638
21;0,5591418
22;1,04892
23;1,718022
24;0,848003
25;0,4998652
26;0,914079
27;0,9271384
28;0,4075151
29;0,5280325
30;1,221346
31;0,8099186
32;0,8114005
33;1,803249
34;1,405344
35;0,7610004
36;2,686428
37;2,934744
38;1,267942
39;0,3341725
40;0,1898628
41;0,4189462
42;0,6026207
43;1,399766
44;1,493119
45;0,6989152
46;0,8099788
47;0,5759592
48;0,5015424
49;0,6716895
50;0,5998508
51;0,47296
52;4,112072
53;0,6061139
54;0,4718175
55;1,128151
56;0,5915182
57;0,7178646
58;0,7724934
59;0,903183
60;0,9023126
61;1,134098
62;0,816933
63;0,2603241
64;0,5198063
65;1,245191
66;1,937182
67;0,6846508
68;1,745211
69;2,561663
70;1,092732
71;1,508065
72;1,41449
73;0,7989191
74;0,5846206
75;0,8055488
76;0,464278
1;4,326425
2;0,6232976
3;0,4526828
4;0,6072229
5;1,304767
6;1,2592
7;1,037146
8;1,272559
9;1,276824
10;1,450213
11;0,4221278
12;0,5918556
13;1,72798
14;0,8848889
15;0,634482
16;1,046108
17;1,165755
18;0,5940861
19;0,6257161
20;0,5584134
21;0,5556394
22;0,9883727
23;1,384967
24;1,381632
25;0,5672389
26;0,6298827
27;0,5601228
28;0,4820712
29;0,9667352
30;1,715573
31;1,83551
32;1,456342
33;0,4200003
34;0,8263059
35;0,6403113
36;2,038933
37;2,727275
38;1,865154
39;0,5482971
40;0,5572207
41;0,6698421
42;0,44023
43;0,6432062
44;0,7621523
45;0,4799109
46;0,6502855
47;0,5479304
48;0,4711009
49;0,7166988
50;1,025289
51;1,031423
52;4,181393
53;0,5061746
54;0,4514116
55;0,4661372
56;0,8237501
57;0,4138977
58;1,06966
59;0,3692774
60;0,8608051
61;0,8728791
62;0,6799108
63;0,2780768
64;1,245136
65;0,5359617
66;0,5510368
67;0,6512434
68;0,6033002
69;1,228728
70;0,7002217
71;1,366948
72;1,381474
73;0,9957522
74;1,132995
75;0,852999
