1. Time Dummy Moving:;15,14682
1. Time Dummy in LOS:;17,92955
1. Time Player Braking:;18,94653
2. Time Dummy Moving:;44,46
2. Time Dummy Moving:;44,46799
2. Time Dummy in LOS:;47,16939
2. Time Player Braking:;47,9229
3. Time Dummy Moving:;59,86
3. Time Dummy Moving:;59,868
3. Time Dummy in LOS:;62,55445
3. Time Player Braking:;63,29366
4. Time Dummy Moving:;223,48
4. Time Dummy Moving:;223,4887
4. Time Dummy in LOS:;225,8743
4. Time Player Braking:;226,7882
5. Time Dummy Moving:;241,18
5. Time Dummy Moving:;241,1913
5. Time Dummy in LOS:;243,991
5. Time Player Braking:;244,6206
6. Time Dummy Moving:;253,0851
6. Time Dummy in LOS:;255,4106
6. Time Player Braking:;256,8877
