75;0,5904167
76;0,4165944
1;4,379169
2;0,5526747
3;0,4920549
4;0,7523088
5;0,9439569
6;0,9595091
7;0,5274693
8;0,5400674
9;0,266452
10;0,3921092
11;0,3827096
12;0,2844057
13;0,5866835
14;0,5927015
15;0,8119089
16;0,7581246
17;0,5593203
18;0,6755759
19;0,7885319
20;0,8213508
21;0,8604175
22;0,7922247
23;0,8769759
24;0,6223763
25;0,488237
26;0,8974721
27;0,5667599
28;0,4799047
29;0,6386857
30;0,4908983
31;0,7575932
32;0,5484342
33;1,322683
34;0,62865
35;0,4008419
36;0,5700848
37;0,7234443
38;2,088232
39;1,453432
40;0,2038641
41;0,3666779
42;0,436623
43;0,5122828
44;0,565069
45;0,3578089
46;0,5816535
47;0,5670288
48;0,5181383
49;0,5923786
50;0,621264
51;0,5469916
52;4,373813
53;0,9195943
54;0,8208508
55;0,5739065
56;0,3347163
57;0,3297063
58;0,4002172
59;0,4629839
60;1,326352
61;0,4243007
62;1,102705
63;0,6392619
64;0,2983344
65;0,3318136
66;1,071371
67;0,7243742
68;0,3979152
69;0,8006785
70;0,7071291
71;0,6146211
72;1,196151
73;0,7528606
74;0,503766
75;0,6448323
76;0,5049749
1;4,52187
2;0,837895
3;0,7083231
4;0,6644921
5;0,7328454
6;0,6318167
7;0,5486941
8;0,4795073
9;0,5280329
10;0,5162839
11;0,8390417
12;0,2911902
13;0,6879119
14;0,629414
15;0,8973495
16;0,5593147
17;0,4179473
18;0,6387551
19;0,7045802
20;0,7524759
21;0,8933381
22;1,386546
23;1,308558
24;0,9635875
25;0,5694023
26;0,8802449
27;0,605597
28;0,4406589
29;0,55532
30;0,7036629
31;0,5388386
32;0,544084
33;0,8478205
34;0,8572564
35;0,4000063
36;0,4329263
37;0,6499153
38;1,388076
39;2,415235
40;0,366093
41;0,4281476
42;0,504967
43;0,4973096
44;0,4978615
45;0,5167266
46;0,7198743
47;0,7433871
48;0,5293975
49;0,5969331
50;0,6053489
51;0,5058033
52;4,345209
53;1,124627
54;1,035875
55;0,5340036
56;0,4458065
57;0,3763374
58;0,3694358
59;0,3584631
60;1,351028
61;0,5102116
62;2,051775
63;0,6281311
64;0,2973315
65;0,3380992
66;0,5886509
67;0,7930841
68;0,4241209
69;0,4427792
70;0,610771
71;0,5685047
72;1,068521
73;1,020943
74;0,4369296
75;0,4770556
